date,day,meal_type,total_strength,actual_attendance
2021-03-24,Wednesday,snacks,14172,5657
2021-03-24,Wednesday,dinner,14172,9554
2021-03-25,Thursday,breakfast,14172,6559
2021-03-25,Thursday,lunch,14172,10829
2021-03-25,Thursday,snacks,14172,5127
2021-03-25,Thursday,dinner,14172,8870
2021-03-26,Friday,breakfast,14172,6658
2021-03-26,Friday,lunch,14172,11294
2021-03-26,Friday,snacks,14172,4569
2021-03-26,Friday,dinner,14172,9218
2021-03-27,Saturday,breakfast,14172,3819
2021-03-27,Saturday,lunch,14172,5667
2021-03-27,Saturday,snacks,14172,4396
2021-03-27,Saturday,dinner,14172,6453
2021-03-28,Sunday,breakfast,14172,3651
2021-03-28,Sunday,lunch,14172,6030
2021-03-28,Sunday,snacks,14172,3310
2021-03-28,Sunday,dinner,14172,6887
2021-03-29,Monday,breakfast,14172,7019
2021-03-29,Monday,lunch,14172,10875
2021-03-29,Monday,snacks,14172,5238
2021-03-29,Monday,dinner,14172,10300
2021-03-30,Tuesday,breakfast,14172,6825
2021-03-30,Tuesday,lunch,14172,9313
2021-03-30,Tuesday,snacks,14172,5421
2021-03-30,Tuesday,dinner,14172,10112
2021-03-31,Wednesday,breakfast,14172,8953
2021-03-31,Wednesday,lunch,14172,9892
2021-03-31,Wednesday,snacks,14172,6160
2021-03-31,Wednesday,dinner,14172,9402
2021-04-01,Thursday,breakfast,14172,7591
2021-04-01,Thursday,lunch,14172,11766
2021-04-01,Thursday,snacks,14172,5832
2021-04-01,Thursday,dinner,14172,10324
2021-04-02,Friday,breakfast,14172,8829
2021-04-02,Friday,lunch,14172,9580
2021-04-02,Friday,snacks,14172,5782
2021-04-02,Friday,dinner,14172,9263
2021-04-03,Saturday,breakfast,14172,4965
2021-04-03,Saturday,lunch,14172,7559
2021-04-03,Saturday,snacks,14172,4164
2021-04-03,Saturday,dinner,14172,6523
2021-04-04,Sunday,breakfast,14172,4673
2021-04-04,Sunday,lunch,14172,7308
2021-04-04,Sunday,snacks,14172,2373
2021-04-04,Sunday,dinner,14172,6655
2021-04-05,Monday,breakfast,14172,9194
2021-04-05,Monday,lunch,14172,11204
2021-04-05,Monday,snacks,14172,5256
2021-04-05,Monday,dinner,14172,11035
2021-04-06,Tuesday,breakfast,14172,8209
2021-04-06,Tuesday,lunch,14172,10501
2021-04-06,Tuesday,snacks,14172,6947
2021-04-06,Tuesday,dinner,14172,9119
2021-04-07,Wednesday,breakfast,14172,8595
2021-04-07,Wednesday,lunch,14172,10915
2021-04-07,Wednesday,snacks,14172,4302
2021-04-07,Wednesday,dinner,14172,9511
2021-04-08,Thursday,breakfast,14172,7737
2021-04-08,Thursday,lunch,14172,9935
2021-04-08,Thursday,snacks,14172,5703
2021-04-08,Thursday,dinner,14172,8514
2021-04-09,Friday,breakfast,14172,6937
2021-04-09,Friday,lunch,14172,9452
2021-04-09,Friday,snacks,14172,4622
2021-04-09,Friday,dinner,14172,9662
2021-04-10,Saturday,breakfast,14172,5927
2021-04-10,Saturday,lunch,14172,5695
2021-04-10,Saturday,snacks,14172,2922
2021-04-10,Saturday,dinner,14172,7430
2021-04-11,Sunday,breakfast,14172,4575
2021-04-11,Sunday,lunch,14172,6805
2021-04-11,Sunday,snacks,14172,3858
2021-04-11,Sunday,dinner,14172,6288
2021-04-12,Monday,breakfast,14172,9061
2021-04-12,Monday,lunch,14172,10573
2021-04-12,Monday,snacks,14172,5677
2021-04-12,Monday,dinner,14172,11138
2021-04-13,Tuesday,breakfast,14172,8037
2021-04-13,Tuesday,lunch,14172,10405
2021-04-13,Tuesday,snacks,14172,6711
2021-04-13,Tuesday,dinner,14172,9479
2021-04-14,Wednesday,breakfast,14172,8066
2021-04-14,Wednesday,lunch,14172,11219
2021-04-14,Wednesday,snacks,14172,5253
2021-04-14,Wednesday,dinner,14172,10494
2021-04-15,Thursday,breakfast,14172,8039
2021-04-15,Thursday,lunch,14172,10909
2021-04-15,Thursday,snacks,14172,4598
2021-04-15,Thursday,dinner,14172,9319
2021-04-16,Friday,breakfast,14172,9125
2021-04-16,Friday,lunch,14172,10303
2021-04-16,Friday,snacks,14172,4837
2021-04-16,Friday,dinner,14172,11288
2021-04-17,Saturday,breakfast,14172,4865
2021-04-17,Saturday,lunch,14172,8225
2021-04-17,Saturday,snacks,14172,2269
2021-04-17,Saturday,dinner,14172,6372
2021-04-18,Sunday,breakfast,14172,4307
2021-04-18,Sunday,lunch,14172,5913
2021-04-18,Sunday,snacks,14172,4535
2021-04-18,Sunday,dinner,14172,5889
2021-04-19,Monday,breakfast,14172,6443
2021-04-19,Monday,lunch,14172,10869
2021-04-19,Monday,snacks,14172,5527
2021-04-19,Monday,dinner,14172,10683
2021-04-20,Tuesday,breakfast,14172,6492
2021-04-20,Tuesday,lunch,14172,9485
2021-04-20,Tuesday,snacks,14172,4980
2021-04-20,Tuesday,dinner,14172,10490
2021-04-21,Wednesday,breakfast,14172,6742
2021-04-21,Wednesday,lunch,14172,10544
2021-04-21,Wednesday,snacks,14172,6453
2021-04-21,Wednesday,dinner,14172,9057
2021-04-22,Thursday,breakfast,14172,7344
2021-04-22,Thursday,lunch,14172,10609
2021-04-22,Thursday,snacks,14172,4867
2021-04-22,Thursday,dinner,14172,9505
2021-04-23,Friday,breakfast,14172,7041
2021-04-23,Friday,lunch,14172,11218
2021-04-23,Friday,snacks,14172,4672
2021-04-23,Friday,dinner,14172,8642
2021-04-24,Saturday,breakfast,14172,6150
2021-04-24,Saturday,lunch,14172,7211
2021-04-24,Saturday,snacks,14172,4654
2021-04-24,Saturday,dinner,14172,6506
2021-04-25,Sunday,breakfast,14172,5853
2021-04-25,Sunday,lunch,14172,6748
2021-04-25,Sunday,snacks,14172,3405
2021-04-25,Sunday,dinner,14172,6232
2021-04-26,Monday,breakfast,14172,9084
2021-04-26,Monday,lunch,14172,10871
2021-04-26,Monday,snacks,14172,4354
2021-04-26,Monday,dinner,14172,8772
2021-04-27,Tuesday,breakfast,14172,8523
2021-04-27,Tuesday,lunch,14172,10925
2021-04-27,Tuesday,snacks,14172,5231
2021-04-27,Tuesday,dinner,14172,9309
2021-04-28,Wednesday,breakfast,14172,7577
2021-04-28,Wednesday,lunch,14172,10096
2021-04-28,Wednesday,snacks,14172,6792
2021-04-28,Wednesday,dinner,14172,9269
2021-04-29,Thursday,breakfast,14172,7474
2021-04-29,Thursday,lunch,14172,11264
2021-04-29,Thursday,snacks,14172,4577
2021-04-29,Thursday,dinner,14172,11224
2021-04-30,Friday,breakfast,14172,9207
2021-04-30,Friday,lunch,14172,9570
2021-04-30,Friday,snacks,14172,6923
2021-04-30,Friday,dinner,14172,8581
2021-05-01,Saturday,breakfast,14172,5220
2021-05-01,Saturday,lunch,14172,7830
2021-05-01,Saturday,snacks,14172,4155
2021-05-01,Saturday,dinner,14172,6392
2021-05-02,Sunday,breakfast,14172,5635
2021-05-02,Sunday,lunch,14172,8168
2021-05-02,Sunday,snacks,14172,2979
2021-05-02,Sunday,dinner,14172,6077
2021-05-03,Monday,breakfast,14172,7032
2021-05-03,Monday,lunch,14172,10141
2021-05-03,Monday,snacks,14172,6216
2021-05-03,Monday,dinner,14172,10561
2021-05-04,Tuesday,breakfast,14172,7539
2021-05-04,Tuesday,lunch,14172,9595
2021-05-04,Tuesday,snacks,14172,5392
2021-05-04,Tuesday,dinner,14172,8579
2021-05-05,Wednesday,breakfast,14172,7405
2021-05-05,Wednesday,lunch,14172,10504
2021-05-05,Wednesday,snacks,14172,5986
2021-05-05,Wednesday,dinner,14172,8583
2021-05-06,Thursday,breakfast,14172,8263
2021-05-06,Thursday,lunch,14172,10416
2021-05-06,Thursday,snacks,14172,5437
2021-05-06,Thursday,dinner,14172,10042
2021-05-07,Friday,breakfast,14172,6653
2021-05-07,Friday,lunch,14172,11975
2021-05-07,Friday,snacks,14172,6928
2021-05-07,Friday,dinner,14172,8893
2021-05-08,Saturday,breakfast,14172,3902
2021-05-08,Saturday,lunch,14172,7111
2021-05-08,Saturday,snacks,14172,2754
2021-05-08,Saturday,dinner,14172,6591
2021-05-09,Sunday,breakfast,14172,5676
2021-05-09,Sunday,lunch,14172,7785
2021-05-09,Sunday,snacks,14172,4337
2021-05-09,Sunday,dinner,14172,6161
2021-05-10,Monday,breakfast,14172,9080
2021-05-10,Monday,lunch,14172,10400
2021-05-10,Monday,snacks,14172,5506
2021-05-10,Monday,dinner,14172,10946
2021-05-11,Tuesday,breakfast,14172,6730
2021-05-11,Tuesday,lunch,14172,10561
2021-05-11,Tuesday,snacks,14172,6898
2021-05-11,Tuesday,dinner,14172,9239
2021-05-12,Wednesday,breakfast,14172,8571
2021-05-12,Wednesday,lunch,14172,11378
2021-05-12,Wednesday,snacks,14172,6657
2021-05-12,Wednesday,dinner,14172,11000
2021-05-13,Thursday,breakfast,14172,6531
2021-05-13,Thursday,lunch,14172,9470
2021-05-13,Thursday,snacks,14172,6945
2021-05-13,Thursday,dinner,14172,10994
2021-05-14,Friday,breakfast,14172,8386
2021-05-14,Friday,lunch,14172,10321
2021-05-14,Friday,snacks,14172,5333
2021-05-14,Friday,dinner,14172,9627
2021-05-15,Saturday,breakfast,14172,6166
2021-05-15,Saturday,lunch,14172,6052
2021-05-15,Saturday,snacks,14172,2649
2021-05-15,Saturday,dinner,14172,7717
2021-05-16,Sunday,breakfast,14172,5817
2021-05-16,Sunday,lunch,14172,6971
2021-05-16,Sunday,snacks,14172,2537
2021-05-16,Sunday,dinner,14172,6940
2021-05-17,Monday,breakfast,14172,7905
2021-05-17,Monday,lunch,14172,11372
2021-05-17,Monday,snacks,14172,5698
2021-05-17,Monday,dinner,14172,10653
2021-05-18,Tuesday,breakfast,14172,8682
2021-05-18,Tuesday,lunch,14172,10343
2021-05-18,Tuesday,snacks,14172,6110
2021-05-18,Tuesday,dinner,14172,9845
2021-05-19,Wednesday,breakfast,14172,6867
2021-05-19,Wednesday,lunch,14172,9606
2021-05-19,Wednesday,snacks,14172,4762
2021-05-19,Wednesday,dinner,14172,9004
2021-05-20,Thursday,breakfast,14172,6591
2021-05-20,Thursday,lunch,14172,9328
2021-05-20,Thursday,snacks,14172,6111
2021-05-20,Thursday,dinner,14172,9083
2021-05-21,Friday,breakfast,14172,8316
2021-05-21,Friday,lunch,14172,11833
2021-05-21,Friday,snacks,14172,6091
2021-05-21,Friday,dinner,14172,8895
2021-05-22,Saturday,breakfast,14172,6185
2021-05-22,Saturday,lunch,14172,5845
2021-05-22,Saturday,snacks,14172,5098
2021-05-22,Saturday,dinner,14172,5581
2021-05-23,Sunday,breakfast,14172,6348
2021-05-23,Sunday,lunch,14172,5852
2021-05-23,Sunday,snacks,14172,3923
2021-05-23,Sunday,dinner,14172,6574
2021-05-24,Monday,breakfast,14172,7577
2021-05-24,Monday,lunch,14172,10255
2021-05-24,Monday,snacks,14172,6055
2021-05-24,Monday,dinner,14172,10619
2021-05-25,Tuesday,breakfast,14172,8771
2021-05-25,Tuesday,lunch,14172,10987
2021-05-25,Tuesday,snacks,14172,5110
2021-05-25,Tuesday,dinner,14172,11178
2021-05-26,Wednesday,breakfast,14172,7194
2021-05-26,Wednesday,lunch,14172,11374
2021-05-26,Wednesday,snacks,14172,6831
2021-05-26,Wednesday,dinner,14172,10247
2021-05-27,Thursday,breakfast,14172,8678
2021-05-27,Thursday,lunch,14172,11574
2021-05-27,Thursday,snacks,14172,5235
2021-05-27,Thursday,dinner,14172,10444
2021-05-28,Friday,breakfast,14172,8230
2021-05-28,Friday,lunch,14172,9327
2021-05-28,Friday,snacks,14172,6426
2021-05-28,Friday,dinner,14172,9187
2021-05-29,Saturday,breakfast,14172,4333
2021-05-29,Saturday,lunch,14172,8301
2021-05-29,Saturday,snacks,14172,4757
2021-05-29,Saturday,dinner,14172,5910
2021-05-30,Sunday,breakfast,14172,5557
2021-05-30,Sunday,lunch,14172,5831
2021-05-30,Sunday,snacks,14172,2631
2021-05-30,Sunday,dinner,14172,7066
2021-05-31,Monday,breakfast,14172,8662
2021-05-31,Monday,lunch,14172,10220
2021-05-31,Monday,snacks,14172,4745
2021-05-31,Monday,dinner,14172,9653
2021-06-01,Tuesday,breakfast,14172,8828
2021-06-01,Tuesday,lunch,14172,10391
2021-06-01,Tuesday,snacks,14172,5543
2021-06-01,Tuesday,dinner,14172,8857
2021-06-02,Wednesday,breakfast,14172,7327
2021-06-02,Wednesday,lunch,14172,10067
2021-06-02,Wednesday,snacks,14172,5248
2021-06-02,Wednesday,dinner,14172,10142
2021-06-03,Thursday,breakfast,14172,8269
2021-06-03,Thursday,lunch,14172,9973
2021-06-03,Thursday,snacks,14172,6926
2021-06-03,Thursday,dinner,14172,10845
2021-06-04,Friday,breakfast,14172,8942
2021-06-04,Friday,lunch,14172,11504
2021-06-04,Friday,snacks,14172,5406
2021-06-04,Friday,dinner,14172,8551
2021-06-05,Saturday,breakfast,14172,4529
2021-06-05,Saturday,lunch,14172,6766
2021-06-05,Saturday,snacks,14172,2697
2021-06-05,Saturday,dinner,14172,6217
2021-06-06,Sunday,breakfast,14172,4719
2021-06-06,Sunday,lunch,14172,8293
2021-06-06,Sunday,snacks,14172,4015
2021-06-06,Sunday,dinner,14172,7174
2021-06-07,Monday,breakfast,14172,8614
2021-06-07,Monday,lunch,14172,9471
2021-06-07,Monday,snacks,14172,6981
2021-06-07,Monday,dinner,14172,9356
2021-06-08,Tuesday,breakfast,14172,8622
2021-06-08,Tuesday,lunch,14172,9753
2021-06-08,Tuesday,snacks,14172,4771
2021-06-08,Tuesday,dinner,14172,10475
2021-06-09,Wednesday,breakfast,14172,7706
2021-06-09,Wednesday,lunch,14172,9988
2021-06-09,Wednesday,snacks,14172,5302
2021-06-09,Wednesday,dinner,14172,11313
2021-06-10,Thursday,breakfast,14172,7913
2021-06-10,Thursday,lunch,14172,10209
2021-06-10,Thursday,snacks,14172,7022
2021-06-10,Thursday,dinner,14172,9200
2021-06-11,Friday,breakfast,14172,7509
2021-06-11,Friday,lunch,14172,10163
2021-06-11,Friday,snacks,14172,6069
2021-06-11,Friday,dinner,14172,9843
2021-06-12,Saturday,breakfast,14172,6245
2021-06-12,Saturday,lunch,14172,6158
2021-06-12,Saturday,snacks,14172,3705
2021-06-12,Saturday,dinner,14172,5634
2021-06-13,Sunday,breakfast,14172,6445
2021-06-13,Sunday,lunch,14172,7436
2021-06-13,Sunday,snacks,14172,2767
2021-06-13,Sunday,dinner,14172,7657
2021-06-14,Monday,breakfast,14172,6575
2021-06-14,Monday,lunch,14172,11507
2021-06-14,Monday,snacks,14172,5644
2021-06-14,Monday,dinner,14172,11172
2021-06-15,Tuesday,breakfast,14172,7943
2021-06-15,Tuesday,lunch,14172,11112
2021-06-15,Tuesday,snacks,14172,6693
2021-06-15,Tuesday,dinner,14172,9054
2021-06-16,Wednesday,breakfast,14172,7161
2021-06-16,Wednesday,lunch,14172,9496
2021-06-16,Wednesday,snacks,14172,6691
2021-06-16,Wednesday,dinner,14172,10294
2021-06-17,Thursday,breakfast,14172,6897
2021-06-17,Thursday,lunch,14172,9992
2021-06-17,Thursday,snacks,14172,5636
2021-06-17,Thursday,dinner,14172,9320
2021-06-18,Friday,breakfast,14172,7002
2021-06-18,Friday,lunch,14172,9741
2021-06-18,Friday,snacks,14172,5568
2021-06-18,Friday,dinner,14172,9289
2021-06-19,Saturday,breakfast,14172,4589
2021-06-19,Saturday,lunch,14172,5521
2021-06-19,Saturday,snacks,14172,3925
2021-06-19,Saturday,dinner,14172,6036
2021-06-20,Sunday,breakfast,14172,6304
2021-06-20,Sunday,lunch,14172,6115
2021-06-20,Sunday,snacks,14172,3111
2021-06-20,Sunday,dinner,14172,6966
2021-06-21,Monday,breakfast,14172,7168
2021-06-21,Monday,lunch,14172,9261
2021-06-21,Monday,snacks,14172,6658
2021-06-21,Monday,dinner,14172,10270
2021-06-22,Tuesday,breakfast,14172,7929
2021-06-22,Tuesday,lunch,14172,11484
2021-06-22,Tuesday,snacks,14172,4673
2021-06-22,Tuesday,dinner,14172,10120
2021-06-23,Wednesday,breakfast,14172,6897
2021-06-23,Wednesday,lunch,14172,9690
2021-06-23,Wednesday,snacks,14172,5769
2021-06-23,Wednesday,dinner,14172,9556
2021-06-24,Thursday,breakfast,14172,6387
2021-06-24,Thursday,lunch,14172,10206
2021-06-24,Thursday,snacks,14172,6450
2021-06-24,Thursday,dinner,14172,9178
2021-06-25,Friday,breakfast,14172,8696
2021-06-25,Friday,lunch,14172,11920
2021-06-25,Friday,snacks,14172,5124
2021-06-25,Friday,dinner,14172,10186
2021-06-26,Saturday,breakfast,14172,5137
2021-06-26,Saturday,lunch,14172,7347
2021-06-26,Saturday,snacks,14172,3010
2021-06-26,Saturday,dinner,14172,6942
2021-06-27,Sunday,breakfast,14172,3788
2021-06-27,Sunday,lunch,14172,6921
2021-06-27,Sunday,snacks,14172,3048
2021-06-27,Sunday,dinner,14172,5271
2021-06-28,Monday,breakfast,14172,6810
2021-06-28,Monday,lunch,14172,9476
2021-06-28,Monday,snacks,14172,6215
2021-06-28,Monday,dinner,14172,9178
2021-06-29,Tuesday,breakfast,14172,7239
2021-06-29,Tuesday,lunch,14172,11781
2021-06-29,Tuesday,snacks,14172,6386
2021-06-29,Tuesday,dinner,14172,8744
2021-06-30,Wednesday,breakfast,14172,7986
2021-06-30,Wednesday,lunch,14172,10173
2021-06-30,Wednesday,snacks,14172,5252
2021-06-30,Wednesday,dinner,14172,11175
2021-07-01,Thursday,breakfast,14172,8445
2021-07-01,Thursday,lunch,14172,9905
2021-07-01,Thursday,snacks,14172,6590
2021-07-01,Thursday,dinner,14172,8700
2021-07-02,Friday,breakfast,14172,7665
2021-07-02,Friday,lunch,14172,11976
2021-07-02,Friday,snacks,14172,5298
2021-07-02,Friday,dinner,14172,10247
2021-07-03,Saturday,breakfast,14172,4204
2021-07-03,Saturday,lunch,14172,7709
2021-07-03,Saturday,snacks,14172,3026
2021-07-03,Saturday,dinner,14172,5525
2021-07-04,Sunday,breakfast,14172,3692
2021-07-04,Sunday,lunch,14172,8089
2021-07-04,Sunday,snacks,14172,3113
2021-07-04,Sunday,dinner,14172,7186
2021-07-05,Monday,breakfast,14172,7634
2021-07-05,Monday,lunch,14172,10920
2021-07-05,Monday,snacks,14172,6417
2021-07-05,Monday,dinner,14172,11009
2021-07-06,Tuesday,breakfast,14172,7697
2021-07-06,Tuesday,lunch,14172,11188
2021-07-06,Tuesday,snacks,14172,5720
2021-07-06,Tuesday,dinner,14172,10997
2021-07-07,Wednesday,breakfast,14172,7500
2021-07-07,Wednesday,lunch,14172,11437
2021-07-07,Wednesday,snacks,14172,4470
2021-07-07,Wednesday,dinner,14172,10377
2021-07-08,Thursday,breakfast,14172,8687
2021-07-08,Thursday,lunch,14172,9941
2021-07-08,Thursday,snacks,14172,6444
2021-07-08,Thursday,dinner,14172,9678
2021-07-09,Friday,breakfast,14172,9021
2021-07-09,Friday,lunch,14172,10682
2021-07-09,Friday,snacks,14172,5837
2021-07-09,Friday,dinner,14172,10288
2021-07-10,Saturday,breakfast,14172,4685
2021-07-10,Saturday,lunch,14172,7648
2021-07-10,Saturday,snacks,14172,3042
2021-07-10,Saturday,dinner,14172,6525
2021-07-11,Sunday,breakfast,14172,5764
2021-07-11,Sunday,lunch,14172,7497
2021-07-11,Sunday,snacks,14172,2518
2021-07-11,Sunday,dinner,14172,5121
2021-07-12,Monday,breakfast,14172,8099
2021-07-12,Monday,lunch,14172,9227
2021-07-12,Monday,snacks,14172,4455
2021-07-12,Monday,dinner,14172,10814
2021-07-13,Tuesday,breakfast,14172,8645
2021-07-13,Tuesday,lunch,14172,9518
2021-07-13,Tuesday,snacks,14172,6030
2021-07-13,Tuesday,dinner,14172,8991
2021-07-14,Wednesday,breakfast,14172,7986
2021-07-14,Wednesday,lunch,14172,9442
2021-07-14,Wednesday,snacks,14172,4470
2021-07-14,Wednesday,dinner,14172,9442
2021-07-15,Thursday,breakfast,14172,8879
2021-07-15,Thursday,lunch,14172,10083
2021-07-15,Thursday,snacks,14172,6495
2021-07-15,Thursday,dinner,14172,9553
2021-07-16,Friday,breakfast,14172,6824
2021-07-16,Friday,lunch,14172,11386
2021-07-16,Friday,snacks,14172,4431
2021-07-16,Friday,dinner,14172,9882
2021-07-17,Saturday,breakfast,14172,4258
2021-07-17,Saturday,lunch,14172,8238
2021-07-17,Saturday,snacks,14172,2832
2021-07-17,Saturday,dinner,14172,5103
2021-07-18,Sunday,breakfast,14172,4924
2021-07-18,Sunday,lunch,14172,6046
2021-07-18,Sunday,snacks,14172,3587
2021-07-18,Sunday,dinner,14172,7603
2021-07-19,Monday,breakfast,14172,7072
2021-07-19,Monday,lunch,14172,9975
2021-07-19,Monday,snacks,14172,6796
2021-07-19,Monday,dinner,14172,10733
2021-07-20,Tuesday,breakfast,14172,6419
2021-07-20,Tuesday,lunch,14172,10674
2021-07-20,Tuesday,snacks,14172,4960
2021-07-20,Tuesday,dinner,14172,9496
2021-07-21,Wednesday,breakfast,14172,7639
2021-07-21,Wednesday,lunch,14172,10793
2021-07-21,Wednesday,snacks,14172,5590
2021-07-21,Wednesday,dinner,14172,10731
2021-07-22,Thursday,breakfast,14172,8093
2021-07-22,Thursday,lunch,14172,11426
2021-07-22,Thursday,snacks,14172,7037
2021-07-22,Thursday,dinner,14172,9266
2021-07-23,Friday,breakfast,14172,6533
2021-07-23,Friday,lunch,14172,9290
2021-07-23,Friday,snacks,14172,5235
2021-07-23,Friday,dinner,14172,9523
2021-07-24,Saturday,breakfast,14172,5144
2021-07-24,Saturday,lunch,14172,7893
2021-07-24,Saturday,snacks,14172,2571
2021-07-24,Saturday,dinner,14172,7623
2021-07-25,Sunday,breakfast,14172,5645
2021-07-25,Sunday,lunch,14172,8058
2021-07-25,Sunday,snacks,14172,4026
2021-07-25,Sunday,dinner,14172,7081
2021-07-26,Monday,breakfast,14172,9180
2021-07-26,Monday,lunch,14172,10497
2021-07-26,Monday,snacks,14172,5600
2021-07-26,Monday,dinner,14172,10880
2021-07-27,Tuesday,breakfast,14172,7188
2021-07-27,Tuesday,lunch,14172,9657
2021-07-27,Tuesday,snacks,14172,5078
2021-07-27,Tuesday,dinner,14172,9388
2021-07-28,Wednesday,breakfast,14172,6912
2021-07-28,Wednesday,lunch,14172,11912
2021-07-28,Wednesday,snacks,14172,5539
2021-07-28,Wednesday,dinner,14172,9827
2021-07-29,Thursday,breakfast,14172,7559
2021-07-29,Thursday,lunch,14172,9580
2021-07-29,Thursday,snacks,14172,6644
2021-07-29,Thursday,dinner,14172,10183
2021-07-30,Friday,breakfast,14172,8319
2021-07-30,Friday,lunch,14172,11516
2021-07-30,Friday,snacks,14172,6390
2021-07-30,Friday,dinner,14172,8707
2021-07-31,Saturday,breakfast,14172,4460
2021-07-31,Saturday,lunch,14172,8015
2021-07-31,Saturday,snacks,14172,2979
2021-07-31,Saturday,dinner,14172,5165
2021-08-01,Sunday,breakfast,14172,5349
2021-08-01,Sunday,lunch,14172,7940
2021-08-01,Sunday,snacks,14172,3694
2021-08-01,Sunday,dinner,14172,6540
2021-08-02,Monday,breakfast,14172,6799
2021-08-02,Monday,lunch,14172,10530
2021-08-02,Monday,snacks,14172,6962
2021-08-02,Monday,dinner,14172,10143
2021-08-03,Tuesday,breakfast,14172,8306
2021-08-03,Tuesday,lunch,14172,11941
2021-08-03,Tuesday,snacks,14172,4778
2021-08-03,Tuesday,dinner,14172,11206
2021-08-04,Wednesday,breakfast,14172,9120
2021-08-04,Wednesday,lunch,14172,11767
2021-08-04,Wednesday,snacks,14172,7026
2021-08-04,Wednesday,dinner,14172,9797
2021-08-05,Thursday,breakfast,14172,8616
2021-08-05,Thursday,lunch,14172,9973
2021-08-05,Thursday,snacks,14172,4865
2021-08-05,Thursday,dinner,14172,10451
2021-08-06,Friday,breakfast,14172,6753
2021-08-06,Friday,lunch,14172,11082
2021-08-06,Friday,snacks,14172,6474
2021-08-06,Friday,dinner,14172,11110
2021-08-07,Saturday,breakfast,14172,4018
2021-08-07,Saturday,lunch,14172,7938
2021-08-07,Saturday,snacks,14172,2419
2021-08-07,Saturday,dinner,14172,7552
2021-08-08,Sunday,breakfast,14172,3970
2021-08-08,Sunday,lunch,14172,6802
2021-08-08,Sunday,snacks,14172,2899
2021-08-08,Sunday,dinner,14172,6023
2021-08-09,Monday,breakfast,14172,6915
2021-08-09,Monday,lunch,14172,10815
2021-08-09,Monday,snacks,14172,5643
2021-08-09,Monday,dinner,14172,10920
2021-08-10,Tuesday,breakfast,14172,6926
2021-08-10,Tuesday,lunch,14172,11872
2021-08-10,Tuesday,snacks,14172,5804
2021-08-10,Tuesday,dinner,14172,10534
2021-08-11,Wednesday,breakfast,14172,8507
2021-08-11,Wednesday,lunch,14172,12033
2021-08-11,Wednesday,snacks,14172,6396
2021-08-11,Wednesday,dinner,14172,11133
2021-08-12,Thursday,breakfast,14172,7057
2021-08-12,Thursday,lunch,14172,10870
2021-08-12,Thursday,snacks,14172,4552
2021-08-12,Thursday,dinner,14172,10480
2021-08-13,Friday,breakfast,14172,8135
2021-08-13,Friday,lunch,14172,9913
2021-08-13,Friday,snacks,14172,4883
2021-08-13,Friday,dinner,14172,9152
2021-08-14,Saturday,breakfast,14172,5607
2021-08-14,Saturday,lunch,14172,7635
2021-08-14,Saturday,snacks,14172,3561
2021-08-14,Saturday,dinner,14172,5962
2021-08-15,Sunday,breakfast,14172,6329
2021-08-15,Sunday,lunch,14172,7201
2021-08-15,Sunday,snacks,14172,3582
2021-08-15,Sunday,dinner,14172,7121
2021-08-16,Monday,breakfast,14172,8040
2021-08-16,Monday,lunch,14172,9782
2021-08-16,Monday,snacks,14172,5988
2021-08-16,Monday,dinner,14172,9621
2021-08-17,Tuesday,breakfast,14172,8701
2021-08-17,Tuesday,lunch,14172,11841
2021-08-17,Tuesday,snacks,14172,4619
2021-08-17,Tuesday,dinner,14172,9305
2021-08-18,Wednesday,breakfast,14172,7954
2021-08-18,Wednesday,lunch,14172,10381
2021-08-18,Wednesday,snacks,14172,5450
2021-08-18,Wednesday,dinner,14172,10833
2021-08-19,Thursday,breakfast,14172,8701
2021-08-19,Thursday,lunch,14172,11831
2021-08-19,Thursday,snacks,14172,4445
2021-08-19,Thursday,dinner,14172,11197
2021-08-20,Friday,breakfast,14172,6423
2021-08-20,Friday,lunch,14172,10852
2021-08-20,Friday,snacks,14172,4711
2021-08-20,Friday,dinner,14172,8876
2021-08-21,Saturday,breakfast,14172,4161
2021-08-21,Saturday,lunch,14172,7657
2021-08-21,Saturday,snacks,14172,3655
2021-08-21,Saturday,dinner,14172,5487
2021-08-22,Sunday,breakfast,14172,4498
2021-08-22,Sunday,lunch,14172,7809
2021-08-22,Sunday,snacks,14172,3540
2021-08-22,Sunday,dinner,14172,5651
2021-08-23,Monday,breakfast,14172,7048
2021-08-23,Monday,lunch,14172,10127
2021-08-23,Monday,snacks,14172,4700
2021-08-23,Monday,dinner,14172,8711
2021-08-24,Tuesday,breakfast,14172,8905
2021-08-24,Tuesday,lunch,14172,11688
2021-08-24,Tuesday,snacks,14172,6322
2021-08-24,Tuesday,dinner,14172,8858
2021-08-25,Wednesday,breakfast,14172,6635
2021-08-25,Wednesday,lunch,14172,9269
2021-08-25,Wednesday,snacks,14172,6344
2021-08-25,Wednesday,dinner,14172,9639
2021-08-26,Thursday,breakfast,14172,6596
2021-08-26,Thursday,lunch,14172,9656
2021-08-26,Thursday,snacks,14172,5219
2021-08-26,Thursday,dinner,14172,8511
2021-08-27,Friday,breakfast,14172,8260
2021-08-27,Friday,lunch,14172,9937
2021-08-27,Friday,snacks,14172,6836
2021-08-27,Friday,dinner,14172,10098
2021-08-28,Saturday,breakfast,14172,4420
2021-08-28,Saturday,lunch,14172,8099
