date,day,meal_type,expected_students,actual_attendance
2025-09-25,Thursday,dinner,9338,8818
2025-09-26,Friday,breakfast,8163,7608
2025-09-26,Friday,lunch,8981,8655
2025-09-26,Friday,snacks,6437,5677
2025-09-26,Friday,dinner,9375,8584
2025-09-27,Saturday,breakfast,4120,3937
2025-09-27,Saturday,lunch,4616,4255
2025-09-27,Saturday,snacks,3410,3050
2025-09-27,Saturday,dinner,5140,4961
2025-09-28,Sunday,breakfast,4521,4143
2025-09-28,Sunday,lunch,5329,4989
2025-09-28,Sunday,snacks,3038,2742
2025-09-28,Sunday,dinner,5286,4808
2025-09-29,Monday,breakfast,7489,6795
2025-09-29,Monday,lunch,9653,9352
2025-09-29,Monday,snacks,6309,5857
2025-09-29,Monday,dinner,9816,8925
2025-09-30,Tuesday,breakfast,7774,7002
2025-09-30,Tuesday,lunch,8495,8057
2025-09-30,Tuesday,snacks,5764,5114
2025-09-30,Tuesday,dinner,10193,9567
2025-10-01,Wednesday,breakfast,8217,7710
2025-10-01,Wednesday,lunch,8826,8233
2025-10-01,Wednesday,snacks,5780,5273
2025-10-01,Wednesday,dinner,9430,8372
2025-10-02,Thursday,breakfast,7411,7060
2025-10-02,Thursday,lunch,9381,8942
2025-10-02,Thursday,snacks,6214,5965
2025-10-02,Thursday,dinner,9191,8634
2025-10-03,Friday,breakfast,7522,7114
2025-10-03,Friday,lunch,9315,9025
2025-10-03,Friday,snacks,6248,5523
2025-10-03,Friday,dinner,9507,9134
2025-10-04,Saturday,breakfast,4265,3995
2025-10-04,Saturday,lunch,4758,4534
2025-10-04,Saturday,snacks,3485,3111
2025-10-04,Saturday,dinner,4967,4461
2025-10-05,Sunday,breakfast,4468,4169
2025-10-05,Sunday,lunch,5219,4968
2025-10-05,Sunday,snacks,3424,3058
2025-10-05,Sunday,dinner,5328,4900
2025-10-06,Monday,breakfast,8346,7931
2025-10-06,Monday,lunch,8315,7516
2025-10-06,Monday,snacks,5970,5463
2025-10-06,Monday,dinner,9630,8617
2025-10-07,Tuesday,breakfast,8040,7383
2025-10-07,Tuesday,lunch,9556,9070
2025-10-07,Tuesday,snacks,6472,6014
2025-10-07,Tuesday,dinner,8872,8287
2025-10-08,Wednesday,breakfast,7970,7089
2025-10-08,Wednesday,lunch,8714,7929
2025-10-08,Wednesday,snacks,6459,5718
2025-10-08,Wednesday,dinner,9606,9212
2025-10-09,Thursday,breakfast,8444,7915
2025-10-09,Thursday,lunch,9459,8854
2025-10-09,Thursday,snacks,6108,5458
2025-10-09,Thursday,dinner,9351,8973
2025-10-10,Friday,breakfast,8556,8022
2025-10-10,Friday,lunch,8847,8484
2025-10-10,Friday,snacks,5631,5395
2025-10-10,Friday,dinner,9527,8868
2025-10-11,Saturday,breakfast,4056,3771
2025-10-11,Saturday,lunch,5307,4969
2025-10-11,Saturday,snacks,3256,2917
2025-10-11,Saturday,dinner,5258,4742
2025-10-12,Sunday,breakfast,4521,4030
2025-10-12,Sunday,lunch,5185,4631
2025-10-12,Sunday,snacks,3366,3092
2025-10-12,Sunday,dinner,5029,4749
2025-10-13,Monday,breakfast,8334,8039
2025-10-13,Monday,lunch,8814,7975
2025-10-13,Monday,snacks,6301,5838
2025-10-13,Monday,dinner,9166,8844
2025-10-14,Tuesday,breakfast,7875,7221
2025-10-14,Tuesday,lunch,9630,9321
2025-10-14,Tuesday,snacks,6179,5670
2025-10-14,Tuesday,dinner,9201,8309
2025-10-15,Wednesday,breakfast,8132,7596
2025-10-15,Wednesday,lunch,9127,8551
2025-10-15,Wednesday,snacks,6157,5918
2025-10-15,Wednesday,dinner,8881,8283
2025-10-16,Thursday,breakfast,7562,6702
2025-10-16,Thursday,lunch,9249,8547
2025-10-16,Thursday,snacks,6460,5918
2025-10-16,Thursday,dinner,9075,8146
2025-10-17,Friday,breakfast,7406,7071
2025-10-17,Friday,lunch,9182,8451
2025-10-17,Friday,snacks,5992,5747
2025-10-17,Friday,dinner,9849,9484
2025-10-18,Saturday,breakfast,4274,3845
2025-10-18,Saturday,lunch,5197,4924
2025-10-18,Saturday,snacks,3403,2998
2025-10-18,Saturday,dinner,5484,4859
2025-10-19,Sunday,breakfast,4535,4011
2025-10-19,Sunday,lunch,4577,4244
2025-10-19,Sunday,snacks,3361,3105
2025-10-19,Sunday,dinner,4900,4671
2025-10-20,Monday,breakfast,7854,7282
2025-10-20,Monday,lunch,9046,8537
2025-10-20,Monday,snacks,5527,5027
2025-10-20,Monday,dinner,9572,8565
2025-10-21,Tuesday,breakfast,7516,7218
2025-10-21,Tuesday,lunch,9356,8782
2025-10-21,Tuesday,snacks,5690,5358
2025-10-21,Tuesday,dinner,9084,8011
2025-10-22,Wednesday,breakfast,7888,7502
2025-10-22,Wednesday,lunch,8798,7953
2025-10-22,Wednesday,snacks,5692,5286
2025-10-22,Wednesday,dinner,10046,9560
2025-10-23,Thursday,breakfast,8596,8126
2025-10-23,Thursday,lunch,8959,8535
2025-10-23,Thursday,snacks,5984,5363
2025-10-23,Thursday,dinner,10156,9013
2025-10-24,Friday,breakfast,8017,7448
2025-10-24,Friday,lunch,8799,8181
2025-10-24,Friday,snacks,6405,5845
2025-10-24,Friday,dinner,9346,9043
2025-10-25,Saturday,breakfast,4641,4442
2025-10-25,Saturday,lunch,5008,4433
2025-10-25,Saturday,snacks,3116,2960
2025-10-25,Saturday,dinner,4834,4601
2025-10-26,Sunday,breakfast,4061,3765
2025-10-26,Sunday,lunch,4708,4564
2025-10-26,Sunday,snacks,3198,2953
2025-10-26,Sunday,dinner,4855,4385
2025-10-27,Monday,breakfast,8487,8139
2025-10-27,Monday,lunch,8489,8061
2025-10-27,Monday,snacks,6426,5676
2025-10-27,Monday,dinner,9536,9244
2025-10-28,Tuesday,breakfast,7898,7620
2025-10-28,Tuesday,lunch,8462,8099
2025-10-28,Tuesday,snacks,5821,5185
2025-10-28,Tuesday,dinner,9999,9032
2025-10-29,Wednesday,breakfast,8139,7409
2025-10-29,Wednesday,lunch,8747,8274
2025-10-29,Wednesday,snacks,6037,5415
2025-10-29,Wednesday,dinner,10005,9253
2025-10-30,Thursday,breakfast,7710,6836
2025-10-30,Thursday,lunch,9462,8833
2025-10-30,Thursday,snacks,5668,5347
2025-10-30,Thursday,dinner,9802,9283
2025-10-31,Friday,breakfast,7532,7218
2025-10-31,Friday,lunch,8948,8585
2025-10-31,Friday,snacks,5868,5627
2025-10-31,Friday,dinner,9165,8119
2025-11-01,Saturday,breakfast,4186,3969
2025-11-01,Saturday,lunch,4987,4523
2025-11-01,Saturday,snacks,3137,2924
2025-11-01,Saturday,dinner,5401,5126
2025-11-02,Sunday,breakfast,4275,3856
2025-11-02,Sunday,lunch,4696,4539
2025-11-02,Sunday,snacks,3499,3245
2025-11-02,Sunday,dinner,5136,4568
2025-11-03,Monday,breakfast,7527,6970
2025-11-03,Monday,lunch,8493,7912
2025-11-03,Monday,snacks,6305,6070
2025-11-03,Monday,dinner,10238,9514
2025-11-04,Tuesday,breakfast,7465,7220
2025-11-04,Tuesday,lunch,9466,8413
2025-11-04,Tuesday,snacks,6467,5848
2025-11-04,Tuesday,dinner,9676,9301
2025-11-05,Wednesday,breakfast,7831,7014
2025-11-05,Wednesday,lunch,9201,8605
2025-11-05,Wednesday,snacks,6156,5622
2025-11-05,Wednesday,dinner,10141,9420
2025-11-06,Thursday,breakfast,8364,7543
2025-11-06,Thursday,lunch,8626,7872
2025-11-06,Thursday,snacks,5966,5491
2025-11-06,Thursday,dinner,9578,8648
2025-11-07,Friday,breakfast,8524,7825
2025-11-07,Friday,lunch,8776,7844
2025-11-07,Friday,snacks,5955,5263
2025-11-07,Friday,dinner,9150,8115
2025-11-08,Saturday,breakfast,4125,3916
2025-11-08,Saturday,lunch,5333,4905
2025-11-08,Saturday,snacks,3345,3224
2025-11-08,Saturday,dinner,5457,4959
2025-11-09,Sunday,breakfast,4096,3609
2025-11-09,Sunday,lunch,5292,4721
2025-11-09,Sunday,snacks,3481,3297
2025-11-09,Sunday,dinner,5102,4912
2025-11-10,Monday,breakfast,8100,7199
2025-11-10,Monday,lunch,8900,8206
2025-11-10,Monday,snacks,6295,5723
2025-11-10,Monday,dinner,8820,8243
2025-11-11,Tuesday,breakfast,8079,7527
2025-11-11,Tuesday,lunch,8897,8396
2025-11-11,Tuesday,snacks,6277,5874
2025-11-11,Tuesday,dinner,9821,8963
2025-11-12,Wednesday,breakfast,7420,6948
2025-11-12,Wednesday,lunch,9085,8741
2025-11-12,Wednesday,snacks,5826,5472
2025-11-12,Wednesday,dinner,9757,9457
2025-11-13,Thursday,breakfast,8560,7652
2025-11-13,Thursday,lunch,8987,8059
2025-11-13,Thursday,snacks,5580,5084
2025-11-13,Thursday,dinner,10062,9384
2025-11-14,Friday,breakfast,7452,6577
2025-11-14,Friday,lunch,8726,7739
2025-11-14,Friday,snacks,5720,5437
2025-11-14,Friday,dinner,9756,8823
2025-11-15,Saturday,breakfast,4587,4425
2025-11-15,Saturday,lunch,4852,4573
2025-11-15,Saturday,snacks,3545,3193
2025-11-15,Saturday,dinner,5312,5096
2025-11-16,Sunday,breakfast,4270,3928
2025-11-16,Sunday,lunch,5307,5011
2025-11-16,Sunday,snacks,3539,3355
2025-11-16,Sunday,dinner,5309,5097
2025-11-17,Monday,breakfast,7785,7218
2025-11-17,Monday,lunch,9101,8191
2025-11-17,Monday,snacks,5932,5353
2025-11-17,Monday,dinner,9641,9171
2025-11-18,Tuesday,breakfast,7872,6949
2025-11-18,Tuesday,lunch,9283,8663
2025-11-18,Tuesday,snacks,5637,5086
2025-11-18,Tuesday,dinner,9468,9108
2025-11-19,Wednesday,breakfast,8162,7775
2025-11-19,Wednesday,lunch,9233,8456
2025-11-19,Wednesday,snacks,5804,5351
2025-11-19,Wednesday,dinner,10009,9557
2025-11-20,Thursday,breakfast,7805,7433
2025-11-20,Thursday,lunch,8987,8079
2025-11-20,Thursday,snacks,5566,5103
2025-11-20,Thursday,dinner,9139,8802
2025-11-21,Friday,breakfast,8635,7943
2025-11-21,Friday,lunch,9384,8971
2025-11-21,Friday,snacks,6422,5838
2025-11-21,Friday,dinner,9678,9326
2025-11-22,Saturday,breakfast,4392,4107
2025-11-22,Saturday,lunch,5057,4750
2025-11-22,Saturday,snacks,3553,3199
2025-11-22,Saturday,dinner,4914,4514
2025-11-23,Sunday,breakfast,4581,4284
2025-11-23,Sunday,lunch,5181,4588
2025-11-23,Sunday,snacks,3041,2692
2025-11-23,Sunday,dinner,5450,5068
2025-11-24,Monday,breakfast,8089,7413
2025-11-24,Monday,lunch,9588,9143
2025-11-24,Monday,snacks,6253,6003
2025-11-24,Monday,dinner,8782,7921
2025-11-25,Tuesday,breakfast,8637,8283
2025-11-25,Tuesday,lunch,9464,8527
2025-11-25,Tuesday,snacks,6243,5747
2025-11-25,Tuesday,dinner,10059,9039
2025-11-26,Wednesday,breakfast,8383,7902
2025-11-26,Wednesday,lunch,9113,8380
2025-11-26,Wednesday,snacks,5964,5333
2025-11-26,Wednesday,dinner,9512,8833
2025-11-27,Thursday,breakfast,7435,6722
2025-11-27,Thursday,lunch,9136,8101
2025-11-27,Thursday,snacks,6055,5349
2025-11-27,Thursday,dinner,10084,8942
2025-11-28,Friday,breakfast,7739,6976
2025-11-28,Friday,lunch,8767,7852
2025-11-28,Friday,snacks,5932,5348
2025-11-28,Friday,dinner,8932,8473
2025-11-29,Saturday,breakfast,4334,4001
2025-11-29,Saturday,lunch,4963,4743
2025-11-29,Saturday,snacks,3134,2927
2025-11-29,Saturday,dinner,5195,4833
2025-11-30,Sunday,breakfast,4141,3791
2025-11-30,Sunday,lunch,5326,4946
2025-11-30,Sunday,snacks,3108,2804
2025-11-30,Sunday,dinner,4828,4260
2025-12-01,Monday,breakfast,8321,7765
2025-12-01,Monday,lunch,8368,7479
2025-12-01,Monday,snacks,6462,6233
2025-12-01,Monday,dinner,9241,8760
2025-12-02,Tuesday,breakfast,8074,7211
2025-12-02,Tuesday,lunch,9662,8866
2025-12-02,Tuesday,snacks,6420,6218
2025-12-02,Tuesday,dinner,9011,8116
2025-12-03,Wednesday,breakfast,7732,6913
2025-12-03,Wednesday,lunch,8296,7931
2025-12-03,Wednesday,snacks,5819,5434
2025-12-03,Wednesday,dinner,9907,9325
2025-12-04,Thursday,breakfast,8602,7905
2025-12-04,Thursday,lunch,8469,7907
2025-12-04,Thursday,snacks,6027,5549
2025-12-04,Thursday,dinner,10239,9260
2025-12-05,Friday,breakfast,7610,6845
2025-12-05,Friday,lunch,8353,7480
2025-12-05,Friday,snacks,5572,5270
2025-12-05,Friday,dinner,9451,9071
2025-12-06,Saturday,breakfast,4184,3977
2025-12-06,Saturday,lunch,4751,4527
2025-12-06,Saturday,snacks,3082,2744
2025-12-06,Saturday,dinner,5566,4951
2025-12-07,Sunday,breakfast,4749,4234
2025-12-07,Sunday,lunch,4915,4743
2025-12-07,Sunday,snacks,3365,2969
2025-12-07,Sunday,dinner,5219,4713
2025-12-08,Monday,breakfast,8352,7463
2025-12-08,Monday,lunch,8784,7768
2025-12-08,Monday,snacks,5774,5179
2025-12-08,Monday,dinner,9115,8431
2025-12-09,Tuesday,breakfast,7849,7333
2025-12-09,Tuesday,lunch,9617,8798
2025-12-09,Tuesday,snacks,6254,5552
2025-12-09,Tuesday,dinner,9590,9071
2025-12-10,Wednesday,breakfast,7853,7134
2025-12-10,Wednesday,lunch,9306,8890
2025-12-10,Wednesday,snacks,5980,5410
2025-12-10,Wednesday,dinner,10255,9274
2025-12-11,Thursday,breakfast,7867,6982
2025-12-11,Thursday,lunch,9388,8678
2025-12-11,Thursday,snacks,5669,5489
2025-12-11,Thursday,dinner,9105,8293
2025-12-12,Friday,breakfast,7493,7197
2025-12-12,Friday,lunch,8961,8547
2025-12-12,Friday,snacks,5598,5042
2025-12-12,Friday,dinner,9852,9017
2025-12-13,Saturday,breakfast,4690,4379
2025-12-13,Saturday,lunch,5053,4524
2025-12-13,Saturday,snacks,3167,2983
2025-12-13,Saturday,dinner,4846,4346
2025-12-14,Sunday,breakfast,4654,4260
2025-12-14,Sunday,lunch,5232,4955
2025-12-14,Sunday,snacks,3160,3056
2025-12-14,Sunday,dinner,5015,4614
2025-12-15,Monday,breakfast,7565,6891
2025-12-15,Monday,lunch,9320,8277
2025-12-15,Monday,snacks,6094,5496
2025-12-15,Monday,dinner,8951,8672
2025-12-16,Tuesday,breakfast,7798,7445
2025-12-16,Tuesday,lunch,8821,8156
2025-12-16,Tuesday,snacks,5848,5402
2025-12-16,Tuesday,dinner,9878,9475
2025-12-17,Wednesday,breakfast,7974,7118
2025-12-17,Wednesday,lunch,8628,7681
2025-12-17,Wednesday,snacks,6067,5553
2025-12-17,Wednesday,dinner,9301,8921
2025-12-18,Thursday,breakfast,8621,7819
2025-12-18,Thursday,lunch,8361,7583
2025-12-18,Thursday,snacks,5959,5496
2025-12-18,Thursday,dinner,8952,8483
2025-12-19,Friday,breakfast,7520,6631
2025-12-19,Friday,lunch,8497,7698
2025-12-19,Friday,snacks,5597,5379
2025-12-19,Friday,dinner,9551,8985
2025-12-20,Saturday,breakfast,4530,4202
2025-12-20,Saturday,lunch,4638,4129
2025-12-20,Saturday,snacks,3364,3199
2025-12-20,Saturday,dinner,5596,5266
2025-12-21,Sunday,breakfast,4134,4002
2025-12-21,Sunday,lunch,4751,4521
2025-12-21,Sunday,snacks,3454,3227
2025-12-21,Sunday,dinner,5528,5118
2025-12-22,Monday,breakfast,7986,7427
2025-12-22,Monday,lunch,8967,8152
2025-12-22,Monday,snacks,5579,5191
2025-12-22,Monday,dinner,8855,7948
2025-12-23,Tuesday,breakfast,8626,8091
2025-12-23,Tuesday,lunch,9576,8675
2025-12-23,Tuesday,snacks,5558,5103
2025-12-23,Tuesday,dinner,9275,8701
2025-12-24,Wednesday,breakfast,8448,8086
2025-12-24,Wednesday,lunch,9063,8519
2025-12-24,Wednesday,snacks,6419,5853
2025-12-24,Wednesday,dinner,9089,8634
2025-12-25,Thursday,breakfast,8233,7622
2025-12-25,Thursday,lunch,8417,8024
2025-12-25,Thursday,snacks,6216,5501
2025-12-25,Thursday,dinner,10195,9182
2025-12-26,Friday,breakfast,7721,6855
2025-12-26,Friday,lunch,9283,8737
2025-12-26,Friday,snacks,5607,5054
2025-12-26,Friday,dinner,9720,9426
2025-12-27,Saturday,breakfast,4408,4028
2025-12-27,Saturday,lunch,4577,4050
2025-12-27,Saturday,snacks,3082,2935
2025-12-27,Saturday,dinner,5223,5036
2025-12-28,Sunday,breakfast,4479,4226
2025-12-28,Sunday,lunch,5218,4656
2025-12-28,Sunday,snacks,3182,3038
2025-12-28,Sunday,dinner,5165,4861
2025-12-29,Monday,breakfast,7758,7232
2025-12-29,Monday,lunch,8512,7564
2025-12-29,Monday,snacks,5899,5536
2025-12-29,Monday,dinner,8876,7901
2025-12-30,Tuesday,breakfast,8358,7862
2025-12-30,Tuesday,lunch,9100,8717
2025-12-30,Tuesday,snacks,5682,5474
2025-12-30,Tuesday,dinner,8998,8113
2025-12-31,Wednesday,breakfast,8317,7689
2025-12-31,Wednesday,lunch,9553,8616
2025-12-31,Wednesday,snacks,5930,5695
2025-12-31,Wednesday,dinner,8826,8356
2026-01-01,Thursday,breakfast,7802,6955
2026-01-01,Thursday,lunch,9389,8528
2026-01-01,Thursday,snacks,6434,6226
2026-01-01,Thursday,dinner,9673,8971
2026-01-02,Friday,breakfast,8341,7575
2026-01-02,Friday,lunch,9020,8203
2026-01-02,Friday,snacks,6258,5866
2026-01-02,Friday,dinner,9772,9023
2026-01-03,Saturday,breakfast,4693,4293
2026-01-03,Saturday,lunch,5282,5062
2026-01-03,Saturday,snacks,3472,3192
2026-01-03,Saturday,dinner,5008,4601
2026-01-04,Sunday,breakfast,4447,4169
2026-01-04,Sunday,lunch,4564,4422
2026-01-04,Sunday,snacks,3058,2762
2026-01-04,Sunday,dinner,5092,4927
2026-01-05,Monday,breakfast,8488,7653
2026-01-05,Monday,lunch,9237,8877
2026-01-05,Monday,snacks,6269,5564
2026-01-05,Monday,dinner,9574,8667
2026-01-06,Tuesday,breakfast,7650,7020
2026-01-06,Tuesday,lunch,8699,7748
2026-01-06,Tuesday,snacks,5732,5198
2026-01-06,Tuesday,dinner,8773,8234
2026-01-07,Wednesday,breakfast,7749,7157
2026-01-07,Wednesday,lunch,8365,7490
2026-01-07,Wednesday,snacks,6250,5548
2026-01-07,Wednesday,dinner,8956,8632
2026-01-08,Thursday,breakfast,7922,7618
2026-01-08,Thursday,lunch,9021,8244
2026-01-08,Thursday,snacks,6203,5654
2026-01-08,Thursday,dinner,9065,8532
2026-01-09,Friday,breakfast,8214,7337
2026-01-09,Friday,lunch,9628,8767
2026-01-09,Friday,snacks,5994,5547
2026-01-09,Friday,dinner,9957,8930
2026-01-10,Saturday,breakfast,4601,4391
2026-01-10,Saturday,lunch,4655,4240
2026-01-10,Saturday,snacks,3399,3233
2026-01-10,Saturday,dinner,5470,4816
2026-01-11,Sunday,breakfast,4357,3892
2026-01-11,Sunday,lunch,4850,4474
2026-01-11,Sunday,snacks,3248,2908
2026-01-11,Sunday,dinner,4994,4766
2026-01-12,Monday,breakfast,7417,6829
2026-01-12,Monday,lunch,8634,8007
2026-01-12,Monday,snacks,5559,5215
2026-01-12,Monday,dinner,9155,8619
2026-01-13,Tuesday,breakfast,7637,6811
2026-01-13,Tuesday,lunch,9463,8702
2026-01-13,Tuesday,snacks,6234,5752
2026-01-13,Tuesday,dinner,10242,9822
2026-01-14,Wednesday,breakfast,7385,7060
2026-01-14,Wednesday,lunch,9348,8704
2026-01-14,Wednesday,snacks,5591,5244
2026-01-14,Wednesday,dinner,9788,9384
2026-01-15,Thursday,breakfast,7653,6768
2026-01-15,Thursday,lunch,8768,7837
2026-01-15,Thursday,snacks,6182,5794
2026-01-15,Thursday,dinner,9876,8945
2026-01-16,Friday,breakfast,7508,6713
2026-01-16,Friday,lunch,9675,9165
2026-01-16,Friday,snacks,5644,5414
2026-01-16,Friday,dinner,9574,8613
2026-01-17,Saturday,breakfast,4402,4175
2026-01-17,Saturday,lunch,4840,4435
2026-01-17,Saturday,snacks,3466,3352
2026-01-17,Saturday,dinner,5530,4990
2026-01-18,Sunday,breakfast,4559,4347
2026-01-18,Sunday,lunch,5307,4673
2026-01-18,Sunday,snacks,3364,3259
2026-01-18,Sunday,dinner,4813,4556
2026-01-19,Monday,breakfast,8258,7422
2026-01-19,Monday,lunch,9666,9227
2026-01-19,Monday,snacks,5978,5394
2026-01-19,Monday,dinner,8872,8420
2026-01-20,Tuesday,breakfast,8086,7452
2026-01-20,Tuesday,lunch,9645,9092
2026-01-20,Tuesday,snacks,5908,5229
2026-01-20,Tuesday,dinner,9919,9018
2026-01-21,Wednesday,breakfast,7694,7192
2026-01-21,Wednesday,lunch,9652,8864
2026-01-21,Wednesday,snacks,5812,5599
2026-01-21,Wednesday,dinner,9629,8487
2026-01-22,Thursday,breakfast,8534,8048
2026-01-22,Thursday,lunch,9678,9073
2026-01-22,Thursday,snacks,5690,5082
2026-01-22,Thursday,dinner,9412,9045
2026-01-23,Friday,breakfast,8223,7698
2026-01-23,Friday,lunch,9447,8839
2026-01-23,Friday,snacks,6032,5632
2026-01-23,Friday,dinner,8790,8130
2026-01-24,Saturday,breakfast,4578,4274
2026-01-24,Saturday,lunch,5078,4497
2026-01-24,Saturday,snacks,3201,2830
2026-01-24,Saturday,dinner,5556,5187
2026-01-25,Sunday,breakfast,4705,4414
2026-01-25,Sunday,lunch,4568,4288
2026-01-25,Sunday,snacks,3038,2840
2026-01-25,Sunday,dinner,4816,4473
2026-01-26,Monday,breakfast,8628,8363
2026-01-26,Monday,lunch,9501,9170
2026-01-26,Monday,snacks,5650,5052
2026-01-26,Monday,dinner,9791,8736
2026-01-27,Tuesday,breakfast,7472,6576
2026-01-27,Tuesday,lunch,8945,8385
2026-01-27,Tuesday,snacks,5964,5345
2026-01-27,Tuesday,dinner,9505,8620
2026-01-28,Wednesday,breakfast,8048,7426
2026-01-28,Wednesday,lunch,8724,8060
2026-01-28,Wednesday,snacks,5981,5752
2026-01-28,Wednesday,dinner,10241,9604
2026-01-29,Thursday,breakfast,8286,7750
2026-01-29,Thursday,lunch,8883,7992
2026-01-29,Thursday,snacks,6306,5720
2026-01-29,Thursday,dinner,9088,8236
2026-01-30,Friday,breakfast,7841,7109
2026-01-30,Friday,lunch,9177,8828
2026-01-30,Friday,snacks,5829,5269
2026-01-30,Friday,dinner,9711,9221
2026-01-31,Saturday,breakfast,4078,3737
2026-01-31,Saturday,lunch,4623,4358
2026-01-31,Saturday,snacks,3064,2890
2026-01-31,Saturday,dinner,5561,5346
2026-02-01,Sunday,breakfast,4069,3861
2026-02-01,Sunday,lunch,4779,4543
2026-02-01,Sunday,snacks,3128,2969
2026-02-01,Sunday,dinner,5187,4683
2026-02-02,Monday,breakfast,7585,6802
2026-02-02,Monday,lunch,9032,8508
2026-02-02,Monday,snacks,6363,5859
2026-02-02,Monday,dinner,9862,9490
2026-02-03,Tuesday,breakfast,8494,8058
2026-02-03,Tuesday,lunch,9240,8470
2026-02-03,Tuesday,snacks,5952,5582
2026-02-03,Tuesday,dinner,10062,9459
2026-02-04,Wednesday,breakfast,7455,6854
2026-02-04,Wednesday,lunch,8703,8273
2026-02-04,Wednesday,snacks,5794,5322
2026-02-04,Wednesday,dinner,9950,9095
2026-02-05,Thursday,breakfast,8414,8085
2026-02-05,Thursday,lunch,9455,8893
2026-02-05,Thursday,snacks,5947,5688
2026-02-05,Thursday,dinner,9302,8989
2026-02-06,Friday,breakfast,8376,7878
2026-02-06,Friday,lunch,8863,8162
2026-02-06,Friday,snacks,5540,5226
2026-02-06,Friday,dinner,9978,8902
2026-02-07,Saturday,breakfast,4528,4244
2026-02-07,Saturday,lunch,5085,4819
2026-02-07,Saturday,snacks,3377,3253
2026-02-07,Saturday,dinner,5528,5005
2026-02-08,Sunday,breakfast,4129,3926
2026-02-08,Sunday,lunch,4594,4233
2026-02-08,Sunday,snacks,3410,3170
2026-02-08,Sunday,dinner,5276,4813
2026-02-09,Monday,breakfast,8139,7616
2026-02-09,Monday,lunch,8569,7633
2026-02-09,Monday,snacks,5814,5215
2026-02-09,Monday,dinner,9009,7934
2026-02-10,Tuesday,breakfast,8130,7503
2026-02-10,Tuesday,lunch,8558,7746
2026-02-10,Tuesday,snacks,5913,5297
2026-02-10,Tuesday,dinner,10010,8922
2026-02-11,Wednesday,breakfast,7456,7163
2026-02-11,Wednesday,lunch,8348,7432
2026-02-11,Wednesday,snacks,6038,5494
2026-02-11,Wednesday,dinner,8892,7998
2026-02-12,Thursday,breakfast,7923,7198
2026-02-12,Thursday,lunch,9502,8693
2026-02-12,Thursday,snacks,6271,6066
2026-02-12,Thursday,dinner,9436,9069
2026-02-13,Friday,breakfast,7735,6907
2026-02-13,Friday,lunch,9597,8918
2026-02-13,Friday,snacks,6426,5687
2026-02-13,Friday,dinner,9027,8302
2026-02-14,Saturday,breakfast,4741,4535
2026-02-14,Saturday,lunch,4809,4285
2026-02-14,Saturday,snacks,3432,3038
2026-02-14,Saturday,dinner,5511,5296
2026-02-15,Sunday,breakfast,4185,3878
2026-02-15,Sunday,lunch,5262,4888
2026-02-15,Sunday,snacks,3175,3067
2026-02-15,Sunday,dinner,5123,4630
2026-02-16,Monday,breakfast,7770,7315
2026-02-16,Monday,lunch,9088,8411
2026-02-16,Monday,snacks,5951,5622
2026-02-16,Monday,dinner,9313,8262
2026-02-17,Tuesday,breakfast,8172,7794
2026-02-17,Tuesday,lunch,8749,8471
2026-02-17,Tuesday,snacks,6394,5907
2026-02-17,Tuesday,dinner,8880,7958
2026-02-18,Wednesday,breakfast,8029,7086
2026-02-18,Wednesday,lunch,9101,8443
2026-02-18,Wednesday,snacks,6155,5693
2026-02-18,Wednesday,dinner,10230,9818
2026-02-19,Thursday,breakfast,7532,7090
2026-02-19,Thursday,lunch,9034,8564
2026-02-19,Thursday,snacks,5604,5079
2026-02-19,Thursday,dinner,9891,8990
2026-02-20,Friday,breakfast,8164,7421
2026-02-20,Friday,lunch,9235,8639
2026-02-20,Friday,snacks,5897,5264
2026-02-20,Friday,dinner,9028,8673
2026-02-21,Saturday,breakfast,4654,4354
2026-02-21,Saturday,lunch,5019,4481
2026-02-21,Saturday,snacks,3212,2849
2026-02-21,Saturday,dinner,5453,5129
2026-02-22,Sunday,breakfast,4690,4330
2026-02-22,Sunday,lunch,4852,4387
2026-02-22,Sunday,snacks,3539,3345
2026-02-22,Sunday,dinner,5156,4816
2026-02-23,Monday,breakfast,8097,7265
2026-02-23,Monday,lunch,8927,8197
2026-02-23,Monday,snacks,5916,5535
2026-02-23,Monday,dinner,9543,9004
2026-02-24,Tuesday,breakfast,8474,8125
2026-02-24,Tuesday,lunch,8687,7977
2026-02-24,Tuesday,snacks,6140,5520
2026-02-24,Tuesday,dinner,9625,9145
2026-02-25,Wednesday,breakfast,7421,6755
2026-02-25,Wednesday,lunch,9043,8077
2026-02-25,Wednesday,snacks,5554,5238
2026-02-25,Wednesday,dinner,10016,8834
2026-02-26,Thursday,breakfast,8145,7306
2026-02-26,Thursday,lunch,8499,7863
2026-02-26,Thursday,snacks,5776,5187
2026-02-26,Thursday,dinner,10027,9347
2026-02-27,Friday,breakfast,8350,7352
2026-02-27,Friday,lunch,8790,8512
2026-02-27,Friday,snacks,5749,5113
2026-02-27,Friday,dinner,9270,8470
2026-02-28,Saturday,breakfast,4114,3974
2026-02-28,Saturday,lunch,4964,4460
2026-02-28,Saturday,snacks,3446,3220
2026-02-28,Saturday,dinner,4988,4587
2026-03-01,Sunday,breakfast,4575,4126
2026-03-01,Sunday,lunch,4739,4513
2026-03-01,Sunday,snacks,3471,3276
